Trial,Average Fitness,Average Distance,Best Fitness,Best Distance,Best Route,Worst Fitness,Worst Distance,Worst Route
108001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-D-C-K-J-I-F
109001,1.972558526052752E-6,526628.0670867668,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.699606099623275E-6,588371.6234141865,F-A-B-M-G-E-H-D-L-C-I-K-J-F
110001,2.442196677070426E-6,412666.06746909325,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.311486805512888E-6,432621.9806295254,A-I-B-M-G-E-H-L-J-C-D-K-F-A
111001,3.1144887532446762E-6,321081.0435814273,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.112395013134737E-6,321295.97810684756,F-A-M-B-G-E-H-L-J-C-K-D-I-F
112001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
113001,2.0601136052420203E-6,513090.4182320349,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.6844369070381094E-6,593670.2026782269,F-A-B-C-G-E-H-L-J-M-K-D-I-F
114001,2.122079723004089E-6,474324.6829530391,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.93989332227457E-6,515492.26368152903,A-I-B-M-G-E-H-L-J-F-C-K-D-A
115001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
116001,2.3827399450406436E-6,420885.2511796218,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.3376353799280122E-6,427782.7109336423,F-B-I-M-G-E-H-L-J-C-K-D-A-F
117001,3.0203714688935966E-6,331367.30261348304,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.9639442087653184E-6,337388.2669730032,I-A-B-M-G-E-H-L-C-J-K-D-F-I
118001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
119001,1.9823822737193925E-6,520474.66758974985,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.7537700184965662E-6,570200.1912755119,J-B-A-M-G-E-H-L-I-C-K-D-F-J
120001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
121001,2.1002839384460607E-6,492141.6691593422,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.8539816828242511E-6,539379.6547529296,I-A-B-M-G-E-H-L-J-F-K-D-C-I
122001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
123001,2.8670622314785193E-6,350403.820836606,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.7314639912360757E-6,366104.03915574506,I-A-B-M-G-E-H-L-J-K-C-D-F-I
124001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
125001,2.744027955787352E-6,364940.5137564909,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.557909715037755E-6,390944.2128160649,M-A-B-I-G-E-H-L-J-C-K-D-F-M
126001,2.1456094892698544E-6,477488.76596369414,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.9377234071846803E-6,516069.5258632917,I-A-B-M-G-E-H-F-J-C-K-D-L-I
127001,1.9391548846596297E-6,540322.7627010369,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.654166044302426E-6,604534.2324879528,F-A-H-M-G-E-B-C-I-L-K-D-J-F
128001,2.57136010883465E-6,390459.7332767682,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.501869173377813E-6,399701.1556962766,M-A-B-F-G-E-H-L-J-C-K-D-I-M
129001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
130001,2.3471339538399994E-6,432487.8438800637,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.8966185234762758E-6,527254.1566066323,A-M-G-I-E-B-J-L-C-H-K-D-F-A
131001,2.0517499983794327E-6,493309.73949184985,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.5987180530473373E-6,625501.1620678749,L-M-B-E-H-J-I-A-F-C-K-D-G-L
132001,2.6737826032779075E-6,377041.1317024872,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.5400849239670635E-6,393687.6246004469,I-A-B-M-G-E-H-L-J-C-D-K-F-I
133001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
134001,2.489907502539244E-6,408114.35432630026,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.245216829840491E-6,445391.2810154037,I-A-B-H-G-E-M-L-C-J-K-D-F-I
135001,2.9509481751926402E-6,339109.43817425333,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.9149610029602256E-6,343057.762688582,F-B-A-M-G-E-H-L-J-C-K-D-I-F
136001,2.6870687178844066E-6,376902.15333427204,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.0785826024832802E-6,481097.0700925242,F-A-B-M-G-I-E-H-L-C-K-D-J-F
137001,2.797592486865541E-6,358007.24200658756,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.756850343663704E-6,362732.78391711845,A-F-B-M-G-E-H-L-J-C-K-D-I-A
138001,2.3266793877804405E-6,435026.2462809335,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.8499717284140342E-6,540548.8011740006,I-A-B-M-G-E-H-L-J-F-C-D-K-I
139001,2.1453289423778726E-6,473879.389615143,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.7016969165855115E-6,587648.7112678795,F-I-A-M-E-J-H-L-C-G-K-D-B-F
140001,2.4595457986647547E-6,413615.70092130476,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.2576892663254184E-6,442930.749999793,I-A-B-M-G-E-H-L-J-D-C-K-F-I
141001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
142001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-I-E-H-L-J-C-K-D-G-F
143001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
144001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
145001,2.4299812102632547E-6,416663.1182770726,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.815390969960454E-6,550845.529446356,F-A-B-M-G-E-H-L-I-J-K-D-C-F
146001,2.8043656934000187E-6,357679.1710790215,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.710721477428754E-6,368905.4771309617,I-E-B-M-G-A-H-L-J-C-K-D-F-I
147001,2.3121094357737535E-6,435270.58585178736,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.123617015310285E-6,470894.7012528474,I-A-B-M-G-E-H-L-J-F-C-K-D-I
148001,2.614542145241966E-6,385726.47475295165,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.1980144638586017E-6,454956.05986345775,I-B-H-M-G-E-A-L-J-C-K-D-F-I
149001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
150001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
151001,1.739099329306025E-6,601450.0786307291,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.4850763078487868E-6,673366.0719754893,I-C-B-M-G-E-H-F-L-J-A-K-D-I
152001,2.9521864679668098E-6,339040.74542565754,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.895473567358792E-6,345366.6478855772,F-A-G-M-B-H-E-L-J-C-K-D-I-F
153001,2.6217158783594567E-6,382619.1120056888,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.557909715037755E-6,390944.2128160649,M-A-B-I-G-E-H-L-J-C-K-D-F-M
154001,1.5769630593948027E-6,669491.468788743,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.283800762034423E-6,778937.066850866,A-K-M-J-G-E-H-L-I-C-B-D-F-A
155001,2.832271680509683E-6,354637.6589639684,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.709727780982484E-6,369040.76011555054,I-A-B-M-H-E-G-L-J-C-K-D-F-I
156001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
157001,2.8998451053373078E-6,345328.7292902435,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.844937934013002E-6,351501.51714889036,F-A-B-M-G-E-H-L-J-C-K-I-D-F
158001,2.782843259458208E-6,359718.9328150201,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.756850343663704E-6,362732.78391711845,A-F-B-M-G-E-H-L-J-C-K-D-I-A
159001,2.3517852120157673E-6,430683.3381043619,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.8153584968663248E-6,550855.382959455,F-A-B-M-G-E-H-L-I-C-K-D-J-F
160001,2.4105158125706307E-6,418359.190078353,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.2546493297101957E-6,443527.9521399172,A-I-B-M-G-H-E-L-J-C-D-K-F-A
161001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
162001,1.983620543059096E-6,520699.5700581479,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.761898155416214E-6,567569.6957431512,J-A-B-M-G-E-H-L-I-C-K-D-F-J
163001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
164001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
165001,2.369545528699286E-6,425749.16934969294,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.953835347126962E-6,511813.8544634586,F-A-B-G-M-J-H-L-D-C-K-E-I-F
166001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
167001,1.9773421899057634E-6,524618.2108408484,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.7291157694231552E-6,578330.2759037394,I-M-B-A-G-E-H-L-F-C-K-D-J-I
168001,2.49877210735368E-6,403937.3138016922,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.99569362743765E-6,501078.9162482517,D-A-B-M-G-E-H-L-J-I-C-K-F-D
169001,2.3354436819500653E-6,438685.7461905493,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.0937871331697687E-6,477603.4698838308,I-A-B-M-G-E-H-L-D-C-K-J-F-I
170001,2.6534407764576506E-6,377546.6451107022,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.501190030952993E-6,399809.6856395131,B-A-M-F-G-E-H-L-J-C-K-D-I-B
171001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
172001,2.5546766307578027E-6,394449.6725399162,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.3883496243713677E-6,418699.1677414934,A-I-G-D-E-B-H-L-J-C-K-M-F-A
173001,2.712126856429329E-6,369136.435350421,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.123617015310285E-6,470894.7012528474,I-A-B-M-G-E-H-L-D-F-C-K-J-I
174001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
175001,2.245089295627571E-6,447735.86527657,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.123617015310285E-6,470894.7012528474,A-B-M-G-E-H-L-J-F-C-K-D-I-A
176001,3.0334683340344962E-6,329779.52835504693,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.9955888279397055E-6,333824.18530642474,F-A-B-G-M-E-H-L-J-C-K-D-I-F
177001,2.537600616133863E-6,399564.5528871854,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.3367569203832293E-6,427943.52774870547,F-A-B-H-G-E-M-L-J-C-K-D-I-F
178001,2.1763306583352733E-6,461892.7687454793,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.076908789684953E-6,481484.7936349147,F-A-I-M-H-E-G-L-J-C-K-D-B-F
179001,2.3736623477669398E-6,422067.773242566,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.123617015310285E-6,470894.7012528474,F-B-M-G-E-H-L-J-A-C-K-D-I-F
180001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
181001,2.822557876479912E-6,356012.0770643089,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.682984956187022E-6,372719.1975840111,F-A-B-M-H-E-G-L-J-C-K-D-I-F
182001,2.579417685901587E-6,388708.08951393585,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.3319535914993032E-6,428825.00048256165,A-E-B-I-C-G-H-L-J-M-K-D-F-A
183001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
184001,2.676534545244093E-6,374374.9676162552,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.6349995162636857E-6,379506.71103650006,B-A-I-M-G-E-H-L-J-C-K-D-F-B
185001,2.731563951023428E-6,366682.5369810536,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.1925821273570786E-6,456083.25796461373,F-A-B-M-G-E-H-L-J-I-C-K-D-F
186001,2.0907921896467633E-6,506669.16787150264,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.6949389109599846E-6,589991.7652097662,I-A-B-C-G-E-H-L-J-M-K-D-F-I
187001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
188001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
189001,2.243447563981304E-6,450668.79848685133,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.0471101966861323E-6,488493.48785365967,M-G-B-H-A-E-F-L-J-C-K-D-I-M
190001,3.115279914187414E-6,320999.7157173946,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.112395013134737E-6,321295.97810684756,F-I-M-B-G-E-H-L-J-C-K-D-A-F
191001,2.2456447534065785E-6,448108.41919164045,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.1048708149011856E-6,475088.5388882859,I-A-M-G-E-H-L-J-B-C-K-D-F-I
192001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
193001,2.0089864546355415E-6,508487.738150334,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.7662589135432309E-6,566168.4095872075,B-C-L-G-E-F-H-M-J-A-K-D-I-B
194001,2.9238116595468406E-6,342249.35165589914,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.891487923407993E-6,345842.70330320817,F-G-B-M-A-E-H-L-J-C-K-D-I-F
195001,2.753085141249774E-6,363797.33333018847,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.6620609685770515E-6,375648.7968547651,A-B-I-M-G-E-H-L-J-C-K-D-F-A
196001,2.7069052411128685E-6,370146.65687924135,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.6349995162636857E-6,379506.71103650006,B-A-I-M-G-E-H-L-J-C-K-D-F-B
197001,2.6094961439548355E-6,389267.2248342752,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.3440892523098875E-6,426604.9166065629,F-A-B-M-G-E-C-L-J-H-K-D-I-F
198001,2.8396049635738053E-6,352471.0273448867,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.815343593452877E-6,355196.43226692284,A-I-B-M-G-E-H-L-J-C-K-D-F-A
199001,2.2722656101412243E-6,442954.66040420346,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.1925821273570786E-6,456083.25796461373,F-A-B-M-G-E-H-L-J-I-C-K-D-F
200001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
201001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
202001,2.6255261091628203E-6,383846.5831832287,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.4673652168172783E-6,405290.62871767615,F-A-B-M-G-K-H-L-J-C-E-D-I-F
203001,2.1445604000430455E-6,480833.90552013734,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.71167396716781E-6,584223.4088858825,I-A-B-M-G-E-H-J-F-C-K-D-L-I
204001,2.533997718938092E-6,395747.6406767411,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.252904725757639E-6,443871.41123498057,I-A-B-M-G-E-H-L-F-J-C-K-D-I
205001,2.753083990976062E-6,366256.2701798685,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.572492565528947E-6,388728.0427550559,I-A-B-M-G-E-J-L-H-C-K-D-F-I
206001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
207001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
208001,2.283353323663144E-6,440848.7015670882,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.940933795035987E-6,515215.9247046646,A-I-M-G-E-H-L-J-B-C-K-D-F-A
209001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
210001,2.7902178731618743E-6,358863.0874108039,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.756850343663704E-6,362732.78391711845,A-F-B-M-G-E-H-L-J-C-K-D-I-A
211001,1.7494781790088382E-6,588040.8765097187,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.541595660139963E-6,648678.5256707384,E-B-D-M-G-A-H-L-I-C-K-J-F-E
212001,2.2964066566984004E-6,440633.4575030344,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.117452420359157E-6,472265.6293879711,I-H-B-M-G-E-A-L-J-C-K-F-D-I
213001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
214001,2.8337773595463384E-6,354572.13043248496,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.6840616390606155E-6,372569.68522898236,I-A-B-M-G-E-H-J-L-C-K-D-F-I
215001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
216001,2.0765735375689383E-6,493339.1479648794,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.8846085232329972E-6,530614.1767227742,B-A-K-M-G-E-H-L-J-C-I-D-F-B
217001,2.0946989002487095E-6,480810.4529411473,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.8013385431606478E-6,555142.7319405432,B-A-F-M-I-E-H-L-J-G-C-K-D-B
218001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
219001,2.574052744061187E-6,392327.0961405367,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.1899243613491188E-6,456636.7759770218,F-M-A-H-G-E-B-L-J-C-K-D-I-F
220001,2.0105212376112134E-6,519609.51673485956,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.677148249446655E-6,596250.2124245319,A-I-B-M-C-H-L-E-J-G-K-D-F-A
221001,3.1619345951803325E-6,316262.07623784395,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I
222001,2.8448038285997173E-6,351887.0120044505,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,2.815343593452877E-6,355196.43226692284,A-I-B-M-G-E-H-L-J-C-K-D-F-A
223001,3.1257627966786868E-6,319922.12151896197,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,3.1255810288470295E-6,319940.513706305,F-A-B-M-G-E-H-L-J-C-K-D-I-F
224001,1.9891999260799518E-6,510636.9850002996,3.1619345951803325E-6,316262.0762378444,I-A-B-M-G-E-H-L-J-C-K-D-F-I,1.7982025583984138E-6,556110.8760131337,H-A-B-I-M-E-G-F-L-C-J-K-D-H
